id	hId	tId	doctype	path	ref	book_id	book_alias	book_shortName_en	book_shortName	book_name_en	book_name	book_author	book_virtual	level	h1_id	h1	h1_title_en	h1_title	h1_intro_en	h1_intro	h1_start	h1_count	h2_id	h2	h2_title_en	h2_title	h2_intro_en	h2_intro	h2_start	h2_count	h3_id	h3	h3_title_en	h3_title	h3_intro_en	h3_intro	h3_start	h3_count	ordinal	numInChapter	grade_id	grade_grade_en	grade_grade	grader_id	grader_shortName_en	grader_shortName	grader_name_en	grader_name	grade_grade_ids	grade_grades	verified	remark	numActual	num	num0	title_en	title	part_en	part	chain_en	body_en	footnote_en	chain	body	footnote	tags	books	lastmod	lastfixed	highlight	commented
448497	448497	120296	hadith	adab/15/2	adab:317	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120303	15	Cursing	كتاب اللعن	null	null	309	24	120296	2	Someone who curses	بَابُ اللِّعَانِ	null	null	316	3	null	null	null	null	null	null	null	null	143119	9	100	Sound	صحيح	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:100	Albānī:Sound	null	null	null	317	317	null	null	null	null	null	Abu Hurayra reported that the Prophet ﷺ said, "The true person must not be a curser."	null	حَدَّثَنَا عَبْدُ الْعَزِيزِ بْنُ عَبْدِ اللهِ قَالَ حَدَّثَنَا سُلَيْمَانُ بْنُ بِلاَلٍ عَنِ الْعَلاَءِ عَنْ أَبِيهِ عَنْ أَبِي هُرَيْرَةَ قَالَ	قَالَ النَّبِيُّ ﷺ لاَ يَنْبَغِي لِلصِّدِّيقِ أَنْ يَكُونَ لَعَّانًا	null	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	null	Sun May 11 2025 17:01:23 GMT+0000 (Coordinated Universal Time)	null
448498	448498	120296	hadith	adab/15/2	adab:318	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120303	15	Cursing	كتاب اللعن	null	null	309	24	120296	2	Someone who curses	بَابُ اللِّعَانِ	null	null	316	3	null	null	null	null	null	null	null	null	143120	10	100	Sound	صحيح	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:100	Albānī:Sound	null	null	null	318	318	null	null	null	null	null	Hudhayfa said, "People do not curse one another without that curse coming true."	null	حَدَّثَنَا مُحَمَّدُ بْنُ يُوسُفَ قَالَ حَدَّثَنَا سُفْيَانُ عَنِ الأَعْمَشِ عَنْ أَبِي ظَبْيَانَ عَنْ حُذَيْفَةَ قَالَ مَا	تَلاَعَنَ قَوْمٌ قَطُّ إِلاَّ حُقَّ عَلَيْهِمُ اللَّعْنَةُ	null	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	null	Sun May 11 2025 17:01:23 GMT+0000 (Coordinated Universal Time)	null
448499	448499	120297	hadith	adab/15/3	adab:319	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120303	15	Cursing	كتاب اللعن	null	null	309	24	120297	3	The person who curses his slave and then frees him	بَابُ مَنْ لَعَنَ عَبْدَهُ فَأَعْتَقَهُ	null	null	319	1	null	null	null	null	null	null	null	null	143121	11	100	Sound	صحيح	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:100	Albānī:Sound	null	null	null	319	319	null	null	null	null	null	'A'isha reported that Abu Bakr cursed one of his slaves and the Prophet ﷺ said, "Abu Bakr! The cursers and the true! No, by the Lord of the Ka'ba," and he repeated that two or three times. That very same day Abu Bakr freed one of his slaves. The Prophet ﷺ came and said, "Do not do that again (i.e. curse someone)."	null	حَدَّثَنَا أَحْمَدُ بْنُ يَعْقُوبَ قَالَ حَدَّثَنِي يَزِيدُ بْنُ الْمِقْدَامِ بْنِ شُرَيْحٍ عَنْ أَبِيهِ عَنْ جَدِّهِ قَالَ أَخْبَرَتْنِي عَائِشَةُ أَنَّ أَبَا بَكْرٍ لَعَنَ بَعْضَ رَقِيقِهِ	فَقَالَ النَّبِيُّ ﷺ يَا أَبَا بَكْرٍ اللَّعَّانِينَ وَالصِّدِّيقِينَ؟ كَلاَّ وَرَبِّ الْكَعْبَةِ مَرَّتَيْنِ أَوْ ثَلاَثًا فَأَعْتَقَ أَبُو بَكْرٍ يَوْمَئِذٍ بَعْضَ رَقِيقِهِ ثُمَّ جَاءَ النَّبِيُّ ﷺ فَقَالَ لا أَعُودُ	null	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	null	Sun May 11 2025 17:01:24 GMT+0000 (Coordinated Universal Time)	null
448500	448500	120298	hadith	adab/15/4	adab:320	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120303	15	Cursing	كتاب اللعن	null	null	309	24	120298	4	Cursing one another with the curse of Allah, with the anger of Allah, and with the Fire	بَابُ التّلاعُنِ بِلَعْنَةِ اللهِ وَبِغَضَبِ اللهِ وَبِالنَّارِ	null	null	320	1	null	null	null	null	null	null	null	null	143122	12	500	Weak	ضعيف	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:500	Albānī:Weak	null	null	null	320	320	null	null	null	null	null	Samura reported that the Prophet ﷺ said, "Do not curse one another with the curse of Allah, not the anger of Allah nor with the Fire."	null	حَدَّثَنَا مُسْلِمٌ قَالَ حَدَّثَنَا هِشَامٌ عَنْ قَتَادَةَ عَنِ الْحَسَنِ عَنْ سَمُرَةَ قَالَ	قَالَ النَّبِيُّ ﷺ لاَ تَتَلاَعَنُوا بِلَعْنَةِ اللهِ وَلاَ بِغَضَبِ اللهِ وَلاَ بِالنَّارِ	null	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	null	Sun May 11 2025 17:01:24 GMT+0000 (Coordinated Universal Time)	null
448501	448501	120299	hadith	adab/15/5	adab:321	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120303	15	Cursing	كتاب اللعن	null	null	309	24	120299	5	Cursing an unbeliever	بَابُ لَعْنِ الْكَافِرِ	null	null	321	1	null	null	null	null	null	null	null	null	143123	13	100	Sound	صحيح	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:100	Albānī:Sound	null	null	null	321	321	null	null	null	null	null	Abu Hurayra said, "The Messenger of Allah ﷺ was asked, "Messenger of Allah, invoke a curse for us against the idolaters.' He replied, 'I was not sent as a curser. I was sent as a mercy.'"	null	حَدَّثَنَا مُحَمَّدٍ قَالَ عَبْدُ اللهِ بْنُ محمد قال حَدَّثَنَا مَرْوَانُ بْنُ مُعَاوِيَةَ حَدَّثَنَا يَزِيدُ عَنْ أَبِي حَازِمٍ	عَنْ أَبِي هُرَيْرَةَ قَالَ قِيلَ يَا رَسُولَ اللهِ ادْعُ اللَّهَ عَلَى الْمُشْرِكِينَ قَالَ إِنِّي لَمْ أُبْعَثْ لَعَّانًا وَلَكِنْ بُعِثْتُ رَحْمَةً	null	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	null	Sun May 11 2025 17:01:24 GMT+0000 (Coordinated Universal Time)	null
448502	448502	120300	hadith	adab/15/6	adab:322	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120303	15	Cursing	كتاب اللعن	null	null	309	24	120300	6	Slander	بَابُ النَّمَّامِ	null	null	322	2	null	null	null	null	null	null	null	null	143124	14	100	Sound	صحيح	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:100	Albānī:Sound	null	null	null	322	322	null	null	null	null	null	Himam said, "We were with Hudhayfa when he was told, 'A man has a hadith going back to 'Uthman.' Hudhayfa said, 'I heard the Prophet ﷺ say, "A mischief-maker will not enter the Garden."'"	null	حَدَّثَنَا مُحَمَّدٍ قَالَ حَدَّثَنَا أَبُو نُعَيْمٍ قَالَ حَدَّثَنَا سُفْيَانُ عَنْ مَنْصُورٍ عَنْ إِبْرَاهِيمَ	عَنْ هَمَّامٍ كُنَّا مَعَ حُذَيْفَةَ فَقِيلَ لَهُ إِنَّ رَجُلا يَرْفَعُ الْحَدِيثَ إِلَى عُثْمَانَ فَقَالَ حُذَيْفَةُ سَمِعْتُ النَّبِيَّ ﷺ يَقُولُ لا يَدْخُلُ الْجَنَّةَ قَتَّاتٌ	null	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	null	Sun May 11 2025 17:01:24 GMT+0000 (Coordinated Universal Time)	null
448503	448503	120300	hadith	adab/15/6	adab:323	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120303	15	Cursing	كتاب اللعن	null	null	309	24	120300	6	Slander	بَابُ النَّمَّامِ	null	null	322	2	null	null	null	null	null	null	null	null	143125	15	200	Good	حسن	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:200	Albānī:Good	null	null	null	323	323	null	null	null	null	null	Asma' bint Yazid reported that the Prophet ﷺ said, "Shall I tell you who is the best of you?" "Yes,," they replied. He said, "Those who remind you of Allah when you see them." He went on to say, "Shall I tell you who is the worst of you?" "Yes," they replied. He said, "Those who go about slandering, causing mischief between friends in order to separate them, and desiring to lead the innocent into wrong action."	null	حَدَّثَنَا مُحَمَّدٍ قَالَ حَدَّثَنَا مُسَدَّدٌ قَالَ حَدَّثَنَا بِشْرُ بْنُ الْمُفَضَّلِ قَالَ حَدَّثَنَا عَبْدُ اللهِ بْنُ عُثْمَانَ بْنِ خُثَيْمٍ عَنْ شَهْرِ بْنِ حَوْشَبٍ عَنْ أَسْمَاءَ بِنْتِ يَزِيدَ قَالَتْ	قَالَ النَّبِيُّ ﷺ أَلاَ أُخْبِرُكُمْ بِخِيَارِكُمْ؟ قَالُوا بَلَى قَالَ الَّذِينَ إِذَا رُؤُوا ذُكِرَ اللَّهُ أَفَلاَ أُخْبِرُكُمْ بِشِرَارِكُمْ؟ قَالُوا بَلَى قَالَ الْمَشَّاؤُونَ بِالنَّمِيمَةِ الْمُفْسِدُونَ بَيْنَ الأَحِبَّةِ الْبَاغُونَ الْبُرَآءَ الْعَنَتَ	null	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	null	Sun May 11 2025 17:01:24 GMT+0000 (Coordinated Universal Time)	null
448504	448504	120301	hadith	adab/15/7	adab:324	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120303	15	Cursing	كتاب اللعن	null	null	309	24	120301	7	Someone who hears about an indecency and then spreads it about	بَابُ مَنْ سَمِعَ بِفَاحِشَةٍ فَأَفْشَاهَا	null	null	324	3	null	null	null	null	null	null	null	null	143126	16	200	Good	حسن	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:200	Albānī:Good	null	null	null	324	324	null	null	null	null	null	'Ali ibn Abi Talib said, "The person who says something indecent and the person who makes it known are equal as far as the wrong action is concerned."	null	حَدَّثَنَا مُحَمَّدٍ قَالَ حَدَّثَنَا مُحَمَّدُ بْنُ الْمُثَنَّى قَالَ حَدَّثَنَا وَهْبُ بْنُ جَرِيرٍ قَالَ حَدَّثَنَا أَبِي قَالَ سَمِعْتُ يَحْيَى بْنَ أَيُّوبَ عَنْ يَزِيدَ بْنِ أَبِي حَبِيبٍ عَنْ مَرْثَدِ بْنِ عَبْدِ اللهِ عَنْ حَسَّانَ بْنِ كُرَيْبٍ	عَنْ عَلِيِّ بْنِ أَبِي طَالِبٍ رَضِيَ اللَّهُ عَنْهُ قَالَ الْقَائِلُ الْفَاحِشَةَ وَالَّذِي يُشِيعُ بِهَا فِي الإِثْمِ سَوَاءٌ	null	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	null	Sun May 11 2025 17:01:24 GMT+0000 (Coordinated Universal Time)	null
448505	448505	120301	hadith	adab/15/7	adab:325	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120303	15	Cursing	كتاب اللعن	null	null	309	24	120301	7	Someone who hears about an indecency and then spreads it about	بَابُ مَنْ سَمِعَ بِفَاحِشَةٍ فَأَفْشَاهَا	null	null	324	3	null	null	null	null	null	null	null	null	143127	17	100	Sound	صحيح	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:100	Albānī:Sound	null	null	null	325	325	null	null	null	null	null	Shubayl ibn 'Awf said, "It is said, 'Whoever hears something indecent and then spreads it is like the one who originated it.'"	null	حَدَّثَنَا مُحَمَّدٍ قَالَ حَدَّثَنَا بِشْرُ بْنُ مُحَمَّدٍ قَالَ حَدَّثَنَا عَبْدُ اللهِ قَالَ حَدَّثَنَا إِسْمَاعِيلُ بْنُ أَبِي خَالِدٍ عَنْ شُبَيْلِ بْنِ عَوْفٍ قَالَ كَانَ يُقَالُ مَنْ	سَمِعَ بِفَاحِشَةٍ فَأَفْشَاهَا فَهُوَ فِيهَا كَالَّذِي أَبْدَاهَا	null	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	null	Sun May 11 2025 17:01:24 GMT+0000 (Coordinated Universal Time)	null
448506	448506	120301	hadith	adab/15/7	adab:326	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120303	15	Cursing	كتاب اللعن	null	null	309	24	120301	7	Someone who hears about an indecency and then spreads it about	بَابُ مَنْ سَمِعَ بِفَاحِشَةٍ فَأَفْشَاهَا	null	null	324	3	null	null	null	null	null	null	null	null	143128	18	100	Sound	صحيح	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:100	Albānī:Sound	null	null	null	326	326	null	null	null	null	null	'Ata thought that an exemplary punishment should be carried out on anyone who makes adultery known. He said, "He has made indecency known."	null	حَدَّثَنَا مُحَمَّدٍ قَالَ حَدَّثَنَا قَبِيصَةُ قَالَ حَدَّثَنَا حَجَّاجٌ عَنِ ابْنِ جُرَيْجٍ عَنْ عَطَاءٍ	أَنَّهُ كَانَ يَرَى النَّكَالَ عَلَى مَنْ أَشَاعَ الزِّنَا يَقُولُ أَشَاعَ الْفَاحِشَةَ	null	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	null	Sun May 11 2025 17:01:24 GMT+0000 (Coordinated Universal Time)	null
448507	448507	120302	hadith	adab/15/8	adab:327	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120303	15	Cursing	كتاب اللعن	null	null	309	24	120302	8	The fault-finder	بَابُ الْعَيَّابِ	null	null	327	6	null	null	null	null	null	null	null	null	143129	19	100	Sound	صحيح	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:100	Albānī:Sound	null	null	null	327	327	null	null	null	null	null	Hukaym ibn Sa'd heard 'Ali say, "Do not be hasty, spreading and divulging secrets. Ahead of you lies a severe, distressing affliction and events which would take a long time explain - namely oppressive conflicts."	null	حَدَّثَنَا عَبْدُ اللهِ بْنُ مُحَمَّدٍ قَالَ حَدَّثَنَا سُفْيَانُ عَنْ عِمْرَانَ بْنِ ظَبْيَانَ عَنْ أَبِي يَحْيَى حَكِيمِ بْنِ سَعْدٍ قَالَ	سَمِعْتُ عَلِيًّا يَقُولُ لاَ تَكُونُوا عُجُلاً مَذَايِيعَ بُذُرًا فَإِنْ مِنْ وَرَائِكُمْ بَلاَءً مُبَرِّحًا مُمْلِحًا وَأُمُورًا مُتَمَاحِلَةً رُدُحًا	null	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	null	Sun May 11 2025 17:01:24 GMT+0000 (Coordinated Universal Time)	null
448508	448508	120302	hadith	adab/15/8	adab:328	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120303	15	Cursing	كتاب اللعن	null	null	309	24	120302	8	The fault-finder	بَابُ الْعَيَّابِ	null	null	327	6	null	null	null	null	null	null	null	null	143130	20	500	Weak	ضعيف	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:500	Albānī:Weak	null	null	null	328	328	null	null	null	null	null	Ibn 'Abbas said, "When you want to mention your companion's faults, remember your own faults."	null	حَدَّثَنَا مُحَمَّدٍ قَالَ حَدَّثَنَا بِشْرُ بْنُ مُحَمَّدٍ قَالَ حَدَّثَنَا عَبْدُ اللهِ قَالَ حَدَّثَنَا إِسْرَائِيلُ بْنُ أَبِي إِسْحَاقَ عَنْ أَبِي إِسْحَاقَ عَنْ أَبِي يَحْيَى عَنْ مُجَاهِدٍ عَنِ ابْنِ عَبَّاسٍ قَالَ إِذَا أَرَدْتَ	أَنْ تَذْكُرَ عُيُوبَ صَاحِبِكَ فَاذْكُرْ عُيُوبَ نَفْسِكَ	null	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	null	Sun May 11 2025 17:01:24 GMT+0000 (Coordinated Universal Time)	null
448509	448509	120302	hadith	adab/15/8	adab:329	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120303	15	Cursing	كتاب اللعن	null	null	309	24	120302	8	The fault-finder	بَابُ الْعَيَّابِ	null	null	327	6	null	null	null	null	null	null	null	null	143131	21	500	Weak	ضعيف	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:500	Albānī:Weak	null	null	null	329	329	null	null	null	null	null	Ibn 'Abbas spoke about the words of Allah Almighty, "Do not find fault with one another" (49:11) and he said that these words mean, "Do not attack one another."	null	حَدَّثَنَا مُحَمَّدٍ قَالَ حَدَّثَنَا بِشْرُ بْنُ مُحَمَّدٍ قَالَ أَخْبَرَنَا عَبْدُ اللهِ قَالَ حَدَّثَنَا أَبُو مَوْدُودٍ عَنْ زَيْدٍ مَوْلَى قَيْسٍ الْحَذَّاءِ عَنْ عِكْرِمَةَ عَنِ ابْنِ عَبَّاسٍ فِي قَوْلِهِ عَزَّ وَجَلَّ {وَلاَ تَلْمِزُوا أَنْفُسَكُمْ} قَالَ لاَ	يَطْعَنُ بَعْضُكُمْ عَلَى بَعْضٍ	null	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	null	Sun May 11 2025 17:01:24 GMT+0000 (Coordinated Universal Time)	null
448510	448510	120302	hadith	adab/15/8	adab:330	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120303	15	Cursing	كتاب اللعن	null	null	309	24	120302	8	The fault-finder	بَابُ الْعَيَّابِ	null	null	327	6	null	null	null	null	null	null	null	null	143132	22	100	Sound	صحيح	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:100	Albānī:Sound	null	null	null	330	330	null	null	null	null	null	Ad-Dahhak said, "It was about us (the Banu Salima) that these words were revealed, 'Do not find fault with one another' (49:11)" He went on to say, "The Messenger of Allah ﷺ came to us and there was not a man among us who did not have two names. The Prophet ﷺ began to say, 'O so-and-so!' and they said, 'Messenger of Allah! That will make him angry!'"	null	حَدَّثَنَا مُحَمَّدٍ قَالَ حَدَّثَنَا مُوسَى قَالَ حَدَّثَنَا وُهَيْبٌ قَالَ أَخْبَرَنَا دَاوُدُ عَنْ عَامِرٍ قَالَ	حَدَّثَنِي أَبُو جَبِيرَةَ بْنُ الضَّحَّاكِ قَالَ فِينَا نَزَلَتْ فِي بَنِي سَلِمَةَ {وَلاَ تَنَابَزُوا بِالأَلْقَابِ} قَالَ قَدِمَ عَلَيْنَا رَسُولُ اللهِ ﷺ وَلَيْسَ مِنَّا رَجُلٌ إِلاَّ لَهُ اسْمَانِ فَجَعَلَ النَّبِيُّ ﷺ يَقُولُ يَا فُلاَنُ فَيَقُولُونَ يَا رَسُولَ اللهِ إِنَّهُ يَغْضَبُ مِنْهُ	null	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	null	Sun May 11 2025 17:01:24 GMT+0000 (Coordinated Universal Time)	null
448511	448511	120302	hadith	adab/15/8	adab:331	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120303	15	Cursing	كتاب اللعن	null	null	309	24	120302	8	The fault-finder	بَابُ الْعَيَّابِ	null	null	327	6	null	null	null	null	null	null	null	null	143133	23	200	Good	حسن	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:200	Albānī:Good	null	null	null	331	331	null	null	null	null	null	'Ikrima was heard to say, "I do not know which o f them, either Ibn 'Abbas or Ibn 'Umar, was giving his companions food, and a slavegirl was working in their presence. One of them said to her, 'Harlot!' He said, 'Easy! If she does not exact the hadd punishment (i.e. for slander) from you in this world, she will take it from you in the Next World.' The man said, 'And what do you think if it (what I said) is the truth?' He replied, 'Allah does not love anyone who greatly exceeds the sounds in speaking of indecencies."	null	حَدَّثَنَا مُحَمَّدٍ قَالَ أخبرنا الْفَضْلُ بْنُ مُقَاتِلٍ قَالَ حَدَّثَنَا يَزِيدُ بْنُ أَبِي حَكِيمٍ عَنِ الْحَكَمِ قَالَ سَمِعْتُ عِكْرِمَةَ يَقُولُ لاَ أَدْرِي أَيُّهُمَا جَعَلَ لِصَاحِبِهِ طَعَامًا ابْنُ عَبَّاسٍ أَوِ ابْنُ عَمِّهِ فَبَيْنَا الْجَارِيَةُ تَعْمَلُ بَيْنَ أَيْدِيهِمْ إِذْ	قَالَ أَحَدُهُمْ لَهَا يَا زَانِيَةُ فَقَالَ مَهْ إِنْ لَمْ تَحُدَّكَ فِي الدُّنْيَا تَحُدُّكَ فِي الْآخِرَةِ قَالَ أَفَرَأَيْتَ إِنْ كَانَ كَذَاكَ؟ قَالَ إِنَّ اللَّهَ لاَ يُحِبُّ الْفَاحِشَ الْمُتَفَحِّشَ	null	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	null	Sun May 11 2025 17:01:24 GMT+0000 (Coordinated Universal Time)	null
448512	448512	120302	hadith	adab/15/8	adab:332	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120303	15	Cursing	كتاب اللعن	null	null	309	24	120302	8	The fault-finder	بَابُ الْعَيَّابِ	null	null	327	6	null	null	null	null	null	null	null	null	143134	24	100	Sound	صحيح	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:100	Albānī:Sound	null	null	null	332	332	null	null	null	null	null	'Abdullah reported that the Prophet ﷺ said. "The believer is neither a defamer nor a curser nor outrageous nor obscene."	null	حَدَّثَنَا مُحَمَّدٍ قَالَ حَدَّثَنَا عَبْدُ اللهِ بْنُ مُحَمَّدٍ قَالَ حَدَّثَنَا مُحَمَّدُ بْنُ سَابِقٍ قَالَ حَدَّثَنَا إِسْرَائِيلُ عَنِ الأَعْمَشِ عَنْ إِبْرَاهِيمَ عَنْ عَلْقَمَةَ عَنْ عَبْدِ اللهِ	عَنِ النَّبِيِّ ﷺ قَالَ لَيْسَ الْمُؤْمِنُ بِالطَّعَّانِ وَلاَ اللِّعَانِ وَلاَ الْفَاحِشِ وَلاَ الْبَذِي	null	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	null	Sun May 11 2025 17:01:24 GMT+0000 (Coordinated Universal Time)	null
448513	448513	120304	hadith	adab/16/1	adab:333	15	adab	al-Adab al-Mufrad	الأدب المفرد	al-Adab al-Mufrad	ُالأدَبُ المُفْرَد	Abū ʿAbdullah M. Ismāʿīl al-Bukhārī	null	2	120309	16	Praise	كتاب المدح	null	null	333	11	120304	1	What has come about praising people	بَابُ مَا جَاءَ فِي التَّمَادُحِ	null	null	333	4	null	null	null	null	null	null	null	null	143135	1	100	Sound	صحيح	53	Albānī	الألباني	M. Nāṣir al-Dīn al-Albānī	محمد ناصر الدين الدين	53:100	Albānī:Sound	null	null	null	333	333	null	null	null	null	null	Abu Bakr reported that a man was mentioned in the presence of the Prophet ﷺ and someone praised him. The Prophet ﷺ said, "Woe to you! You have cut off the head of your companion!" and he repeated that several times. He went on, "If one of you must praise someone, he should say, 'I consider that so-and-so is such-and-such.' Allah is the One who will take account of him if he thinks that he is indeed like that, No one can appropriate Allah's right to attest to someone's character."	null	حَدَّثَنَا مُحَمَّدٍ قَالَ حَدَّثَنَا آدَمُ قَالَ حَدَّثَنَا شُعْبَةُ عَنْ خَالِدٍ عَنْ عَبْدِ الرَّحْمَنِ بْنِ أَبِي بَكْرَةَ عَنْ أَبِيهِ	أَنَّ رَجُلاً ذُكِرَ عِنْدَ النَّبِيِّ ﷺ فَأَثْنَى عَلَيْهِ رَجُلٌ خَيْرًا فَقَالَ النَّبِيُّ ﷺ وَيْحَكَ قَطَعْتَ عُنُقَ صَاحِبِكَ يَقُولُهُ مِرَارًا إِنْ كَانَ أَحَدُكُمْ مَادِحًا لاَ مَحَالَةَ فَلْيَقُلْ أَحْسَبُ كَذَا وَكَذَا إِنْ كَانَ يَرَى أَنَّهُ كَذَلِكَ وَحَسِيبُهُ اللَّهُ وَلاَ يُزَكِّي عَلَى اللهِ أَحَدًا	null	null	null	Fri Jan 02 2026 20:14:40 GMT+0000 (Coordinated Universal Time)	null	Sun May 11 2025 17:01:24 GMT+0000 (Coordinated Universal Time)	null
